id_pedido,id_cliente,id_canal,fecha_pedido,estado_pedido,monto_total
2550,740,1,2026-04-01,entregado,1072000
2551,740,2,2026-02-14,pagado,564000
2552,740,2,2026-03-18,creado,989000
2553,741,3,2026-01-05,entregado,1226000
2554,741,2,2026-04-04,pagado,472000
2555,741,1,2026-03-08,pagado,620000
2556,741,2,2026-04-17,entregado,165000
2557,742,2,2025-10-15,entregado,1672000
2558,743,3,2026-05-04,entregado,31685000
2559,743,2,2026-01-06,entregado,20137000
2560,743,2,2026-02-23,pagado,21342000
2561,743,3,2026-02-03,entregado,25395000
2562,743,3,2026-02-25,pagado,29407000
2563,743,3,2026-01-21,entregado,32737000
2564,743,2,2026-03-19,creado,34272000
2565,743,1,2026-04-20,entregado,21056000
2566,743,3,2026-02-13,creado,28207000
2567,744,3,2025-06-11,entregado,31424000
2568,744,3,2026-01-27,creado,39037000
2569,744,2,2025-08-10,pagado,33968000
2570,744,3,2025-12-06,entregado,20865000
2571,744,3,2025-06-26,entregado,43687000
2572,745,2,2025-10-05,pagado,327000
2573,746,1,2026-03-27,pagado,20765000
2574,746,2,2026-03-06,entregado,69917000
2575,747,1,2026-05-21,pagado,417000
2576,747,1,2026-02-11,entregado,43000
2577,750,1,2026-05-01,creado,1020000
2578,750,1,2026-05-18,entregado,134000
2579,750,1,2026-05-04,entregado,129000
2580,750,1,2026-05-26,entregado,1389000
2581,750,2,2026-04-10,pagado,212000
2582,751,1,2025-08-13,entregado,232000
2583,751,2,2026-02-05,entregado,1210000
2584,751,1,2025-12-20,entregado,931000
2585,751,1,2026-04-17,entregado,575000
2586,751,1,2026-02-26,creado,49000
2587,751,2,2026-02-24,pagado,735000
2588,753,1,2026-03-09,entregado,252000
2589,753,1,2024-10-23,pagado,817000
2590,753,2,2025-08-25,pagado,636000
2591,753,2,2025-12-28,entregado,441000
2592,753,1,2024-11-04,entregado,615000
2593,753,1,2025-09-25,entregado,798000
2594,754,1,2026-05-11,creado,586000
2595,754,2,2026-05-06,entregado,1472000
2596,754,2,2026-05-13,entregado,818000
2597,754,1,2026-05-14,entregado,472000
2598,755,1,2025-02-15,entregado,1352000
2599,755,3,2025-06-10,entregado,817000
2600,755,1,2026-02-15,entregado,891000
2601,755,1,2025-07-01,entregado,814000
2602,755,1,2025-01-20,creado,1151000
2603,755,1,2025-02-15,entregado,96000
2604,756,1,2025-08-09,entregado,1194000
2605,756,1,2025-05-14,entregado,270000
2606,756,1,2024-11-10,pagado,1713000
2607,757,1,2025-04-21,entregado,638000
2608,758,1,2026-03-24,creado,717000
2609,758,2,2025-02-11,entregado,1123000
2610,758,2,2026-04-06,entregado,1435000
2611,759,3,2025-12-22,creado,568000
2612,759,1,2025-10-09,entregado,376000
2613,759,2,2025-09-18,pagado,733000
2614,761,2,2026-02-08,entregado,153000
2615,761,2,2026-02-22,entregado,565000
2616,762,2,2025-10-16,entregado,561000
2617,762,2,2026-03-25,entregado,442000
2618,763,3,2025-12-21,creado,6816000
2619,763,3,2025-11-15,entregado,32524000
2620,763,2,2025-11-25,entregado,16068000
2621,763,3,2026-04-23,creado,8256000
2622,763,2,2026-05-07,creado,48067000
2623,764,3,2025-06-14,entregado,59119000
2624,764,3,2025-01-08,entregado,69378000
2625,764,2,2026-01-17,pagado,58686000
2626,764,1,2025-06-16,pagado,117278000
2627,764,1,2025-02-22,entregado,45081000
2628,764,3,2025-08-08,entregado,53122000
2629,764,3,2025-05-28,creado,32785000
2630,765,1,2026-03-09,creado,490000
2631,765,1,2026-01-04,entregado,294000
2632,766,1,2025-10-27,creado,28127000
2633,766,2,2026-04-06,entregado,9105000
2634,766,3,2025-12-12,creado,17868000
2635,766,2,2026-01-08,entregado,9781000
2636,766,3,2025-08-18,entregado,41899000
2637,766,3,2026-02-16,entregado,9223000
2638,766,3,2026-03-18,entregado,32536000
2639,766,1,2025-11-04,entregado,51140000
2640,766,3,2025-10-19,entregado,14322000
2641,766,3,2026-04-10,entregado,46575000
2642,766,3,2026-02-11,pagado,33197000
2643,766,2,2025-10-27,creado,43401000
2644,768,3,2026-03-07,pagado,3532000
2645,768,3,2026-01-28,entregado,14831000
2646,768,3,2025-10-23,entregado,28249000
2647,768,1,2025-12-27,entregado,23910000
2648,768,3,2026-05-03,entregado,44132000
2649,769,3,2025-08-09,entregado,131000
2650,769,1,2026-03-14,entregado,733000
2651,770,1,2025-02-23,entregado,693000
2652,770,1,2024-10-24,pagado,232000
2653,770,2,2025-10-03,pagado,926000
2654,770,2,2025-05-28,entregado,992000
2655,771,2,2025-07-20,entregado,343000
2656,771,1,2025-06-14,pagado,134000
2657,771,1,2025-05-23,entregado,294000
2658,771,1,2025-03-05,entregado,957000
2659,771,2,2026-04-05,creado,255000
2660,772,1,2025-11-18,entregado,347000
2661,772,1,2026-01-22,entregado,390000
2662,772,2,2026-03-16,entregado,90000
2663,772,2,2026-01-15,entregado,1226000
2664,772,2,2026-02-23,pagado,708000
2665,773,2,2025-10-16,entregado,295000
2666,773,2,2026-01-28,entregado,720000
2667,773,2,2025-10-06,entregado,86000
2668,773,1,2025-09-02,creado,438000
2669,774,1,2025-10-06,pagado,29885000
2670,774,3,2026-02-08,entregado,59837000
2671,774,3,2025-11-26,entregado,27666000
2672,774,2,2026-01-06,pagado,87689000
2673,774,3,2026-02-03,pagado,55694000
2674,774,3,2026-01-16,pagado,48125000
2675,774,1,2025-12-13,pagado,36727000
2676,774,3,2025-12-05,creado,24393000
2677,774,2,2026-04-24,entregado,110905000
2678,774,1,2026-02-28,entregado,33505000
2679,775,2,2024-11-08,pagado,108000
2680,775,2,2026-03-18,entregado,172000
2681,777,3,2026-02-22,entregado,30155000
2682,777,3,2025-01-14,creado,11730000
2683,778,3,2025-07-05,entregado,60898000
2684,778,3,2025-11-09,entregado,44762000
2685,778,3,2025-07-26,entregado,8091000
2686,778,2,2025-06-19,entregado,22137000
2687,778,3,2025-12-26,pagado,37152000
2688,778,3,2025-10-07,entregado,14655000
2689,778,3,2025-10-03,pagado,17167000
2690,778,2,2025-11-25,entregado,26046000
2691,778,1,2025-07-19,pagado,19618000
2692,778,3,2026-02-20,entregado,14584000
2693,778,1,2026-04-28,entregado,22518000
2694,779,2,2025-04-27,creado,147000
2695,779,1,2025-12-08,entregado,902000
2696,780,2,2025-07-23,creado,276000
2697,780,1,2025-12-06,entregado,147000
2698,780,3,2026-05-25,pagado,174000
2699,780,1,2026-03-03,pagado,187000
2700,780,1,2025-11-25,creado,797000
2701,781,1,2026-05-01,entregado,180000
2702,781,2,2025-08-24,entregado,326000
2703,781,1,2025-09-04,entregado,1151000
2704,782,1,2026-01-22,entregado,43000
2705,782,2,2026-05-12,entregado,324000
2706,783,3,2025-12-19,creado,13035000
2707,783,3,2025-06-07,creado,47779000
2708,784,3,2026-05-07,entregado,880000
2709,784,2,2026-03-10,pagado,98000
2710,784,1,2026-03-14,pagado,638000
2711,784,2,2025-10-23,entregado,1293000
2712,784,2,2025-12-22,creado,684000
2713,784,1,2025-07-10,creado,1776000
2714,785,1,2025-12-18,creado,45744000
2715,785,3,2026-01-10,pagado,72727000
2716,785,3,2026-01-09,entregado,36869000
2717,785,3,2026-01-09,pagado,21515000
2718,786,3,2026-05-09,entregado,20257000
2719,786,1,2026-03-16,entregado,24805000
2720,786,3,2026-05-24,entregado,2867000
2721,786,3,2026-03-20,entregado,2541000
2722,787,3,2025-12-25,creado,261000
2723,788,2,2025-12-20,entregado,953000
2724,789,2,2026-03-12,pagado,421000
2725,790,1,2026-04-06,entregado,55000
2726,791,1,2024-07-16,creado,564000
2727,792,1,2025-07-04,creado,561000
2728,792,2,2025-08-15,entregado,597000
2729,792,1,2026-01-25,entregado,131000
2730,792,2,2025-04-03,entregado,296000
2731,792,2,2025-10-28,creado,605000
2732,792,1,2025-10-01,creado,90000
2733,793,1,2025-06-09,entregado,380000
2734,793,1,2025-03-06,creado,404000
2735,793,2,2026-01-20,entregado,1307000
2736,793,1,2025-11-08,entregado,165000
2737,793,3,2025-03-05,entregado,446000
2738,794,2,2025-07-26,entregado,243000
2739,794,1,2026-01-20,creado,875000
2740,794,1,2025-04-16,creado,356000
2741,795,2,2026-04-07,entregado,212000
2742,795,2,2026-05-10,entregado,522000
2743,795,2,2025-06-18,entregado,64000
2744,795,2,2026-01-07,pagado,356000
2745,795,1,2025-04-04,creado,237000
2746,795,2,2026-01-01,entregado,816000
2747,798,2,2025-09-04,entregado,1536000
2748,798,2,2026-01-01,entregado,351000
2749,798,2,2025-07-03,entregado,1726000
2750,798,2,2026-01-08,creado,561000
2751,798,2,2025-11-24,entregado,1263000
2752,798,1,2026-03-19,entregado,756000
2753,799,1,2025-05-02,entregado,808000
2754,799,1,2024-09-27,entregado,1076000
2755,799,2,2024-10-08,pagado,1996000
2756,800,1,2024-12-08,entregado,48020000
2757,800,3,2024-12-12,creado,81045000
2758,801,2,2026-04-01,entregado,36088000
2759,801,1,2026-05-28,pagado,59376000
2760,801,3,2026-05-08,entregado,10259000
2761,801,3,2026-04-04,entregado,27387000
2762,801,2,2026-05-27,creado,60583000
2763,801,3,2026-05-25,creado,33219000
2764,801,3,2026-04-26,creado,24481000
2765,801,3,2026-04-22,creado,37490000
2766,801,3,2026-04-15,entregado,14504000
2767,801,2,2026-05-12,entregado,13175000
2768,801,3,2026-05-12,entregado,60656000
2769,801,1,2026-04-23,entregado,58043000
2770,802,1,2025-10-12,creado,441000
2771,802,1,2025-10-12,entregado,188000
2772,803,2,2025-08-28,pagado,30781000
2773,804,1,2025-11-18,creado,37914000
2774,804,3,2026-01-27,entregado,41108000
2775,804,2,2025-08-17,entregado,83520000
2776,804,3,2025-05-08,entregado,23177000
2777,804,3,2025-03-22,creado,12179000
2778,806,2,2026-01-07,creado,43000
2779,806,2,2026-04-17,entregado,448000
2780,807,3,2026-01-20,entregado,16315000
2781,807,2,2025-11-25,pagado,25815000
2782,807,1,2026-01-12,entregado,15973000
2783,807,3,2025-02-10,entregado,14630000
2784,808,2,2025-08-05,pagado,1746000
2785,808,1,2026-02-28,pagado,793000
2786,809,2,2026-04-13,entregado,1327000
2787,809,1,2026-05-19,entregado,188000
2788,809,2,2026-04-08,entregado,503000
2789,810,2,2026-04-10,pagado,1996000
2790,811,1,2025-11-24,entregado,643000
2791,811,2,2026-02-03,pagado,180000
2792,811,1,2026-02-23,entregado,348000
2793,811,1,2026-04-26,pagado,108000
2794,811,1,2025-10-04,entregado,1301000
2795,811,2,2026-05-11,entregado,188000
2796,812,1,2026-05-23,creado,368000
2797,812,1,2026-05-27,pagado,1773000
2798,812,1,2026-05-27,creado,324000
2799,812,2,2026-05-14,creado,337000
2800,812,2,2026-05-14,creado,108000
2801,813,3,2025-07-14,pagado,20651000
2802,813,2,2025-08-25,entregado,22536000
2803,813,3,2026-04-10,creado,11175000
2804,813,1,2026-03-26,pagado,21758000
2805,813,3,2025-12-16,pagado,16917000
2806,813,3,2025-12-10,pagado,32900000
2807,813,3,2026-05-11,pagado,35280000
2808,813,3,2025-12-08,pagado,12785000
2809,813,2,2025-08-16,entregado,19444000
2810,813,3,2025-12-27,entregado,27677000
2811,813,3,2025-12-07,creado,35053000
2812,815,2,2025-11-09,entregado,324000
2813,816,2,2026-03-28,pagado,260000
2814,816,1,2026-03-24,pagado,376000
2815,816,1,2026-03-16,entregado,294000
2816,816,1,2026-04-15,creado,708000
2817,816,1,2026-04-14,creado,629000
2818,817,2,2026-02-21,entregado,10769000
2819,818,2,2024-11-17,entregado,360000
2820,818,1,2024-12-23,pagado,320000
2821,818,1,2025-12-21,pagado,482000
2822,818,2,2025-12-10,entregado,614000
2823,818,2,2026-01-05,entregado,969000
2824,818,2,2026-04-10,creado,1246000
2825,819,1,2026-02-25,entregado,22752000
2826,819,3,2026-02-09,entregado,10502000
2827,819,3,2026-03-26,creado,43827000
2828,820,3,2025-06-28,pagado,89565000
2829,820,2,2025-11-06,entregado,20543000
2830,820,3,2025-05-19,entregado,36000000
2831,820,1,2026-02-14,entregado,57989000
2832,820,3,2025-09-17,creado,13920000
2833,820,3,2026-05-12,entregado,82641000
2834,820,3,2025-07-19,entregado,29063000
2835,820,3,2025-12-18,creado,66058000
2836,820,3,2025-12-05,entregado,77342000
2837,821,3,2026-05-01,entregado,18048000
2838,821,3,2026-04-11,entregado,24463000
2839,821,3,2026-03-10,entregado,60413000
2840,821,2,2026-02-15,entregado,83418000
2841,821,3,2026-03-14,entregado,97775000
2842,822,2,2025-09-20,entregado,837000
2843,822,2,2025-03-26,pagado,960000
2844,822,2,2026-01-08,entregado,236000
2845,822,2,2026-05-14,entregado,236000
2846,822,1,2026-03-13,entregado,108000
2847,822,1,2026-02-08,creado,834000
2848,823,2,2025-11-07,pagado,1633000
2849,823,1,2025-11-07,entregado,950000
2850,823,2,2025-09-17,entregado,668000
2851,823,1,2026-02-23,entregado,180000
2852,823,2,2025-06-07,entregado,131000
2853,823,1,2025-08-12,entregado,441000
2854,824,1,2026-03-22,pagado,1244000
2855,824,2,2025-11-15,entregado,621000
2856,825,2,2025-12-14,entregado,14455000
2857,825,1,2025-11-25,creado,9658000
2858,826,3,2026-03-11,entregado,11872000
2859,826,3,2025-11-24,entregado,7457000
2860,827,2,2025-04-06,entregado,82897000
2861,827,1,2024-09-08,pagado,21252000
2862,827,1,2026-02-27,pagado,31412000
2863,827,3,2024-11-14,creado,28307000
2864,827,3,2025-01-19,entregado,31130000
2865,827,3,2026-05-24,creado,42739000
2866,828,2,2026-02-21,pagado,16332000
2867,829,1,2026-02-01,entregado,52246000
2868,829,3,2026-03-18,pagado,37907000
2869,829,1,2026-04-05,pagado,20731000
2870,829,2,2026-02-15,creado,18653000
2871,829,3,2026-02-07,entregado,6525000
2872,829,2,2026-05-27,entregado,26302000
2873,829,3,2026-05-14,creado,17157000
2874,829,3,2026-03-07,pagado,12165000
2875,829,3,2026-02-19,pagado,21561000
2876,831,3,2025-11-11,pagado,50450000
2877,831,2,2025-12-28,entregado,33168000
2878,831,3,2026-02-28,entregado,23167000
2879,831,3,2025-11-28,entregado,28169000
2880,831,3,2025-09-08,creado,19594000
2881,832,2,2025-11-09,creado,1855000
2882,833,1,2025-04-05,pagado,98000
2883,833,2,2026-02-06,pagado,561000
2884,833,2,2025-07-18,entregado,1064000
2885,833,2,2025-11-15,pagado,502000
2886,833,2,2025-06-16,entregado,374000
2887,834,3,2026-02-25,creado,10276000
2888,834,2,2025-01-27,entregado,16617000
2889,835,3,2026-05-19,pagado,67382000
2890,835,3,2026-05-22,entregado,62766000
2891,835,3,2026-05-03,entregado,19503000
2892,835,2,2026-05-11,entregado,52238000
2893,836,3,2026-04-07,entregado,787000
2894,836,1,2025-08-16,creado,188000
2895,837,1,2026-01-28,entregado,393000
2896,837,1,2026-03-06,creado,1373000
2897,837,2,2026-02-02,entregado,87000
2898,838,3,2025-11-20,creado,19391000
2899,839,3,2026-02-24,entregado,42497000
2900,839,3,2026-05-15,entregado,54228000
2901,839,3,2025-12-27,creado,54262000
2902,839,2,2026-04-23,creado,62031000
2903,840,3,2025-07-02,creado,28414000
2904,840,3,2024-09-09,entregado,44818000
2905,841,1,2025-08-13,creado,1224000
2906,841,2,2026-05-28,creado,745000
2907,841,2,2026-05-01,entregado,208000
2908,841,2,2025-04-01,pagado,1185000
2909,841,1,2025-07-13,creado,1271000
2910,842,1,2026-03-09,entregado,1638000
2911,842,2,2026-05-06,entregado,1009000
2912,842,1,2026-02-21,creado,49000
2913,843,2,2026-05-08,entregado,391000
2914,844,2,2025-12-01,entregado,775000
2915,844,2,2025-08-01,entregado,578000
2916,844,2,2026-01-16,entregado,417000
2917,844,2,2025-10-15,entregado,1035000
2918,845,1,2025-12-18,creado,682000
2919,845,1,2025-05-13,pagado,110000
2920,845,1,2025-07-22,entregado,1455000
2921,845,1,2025-11-15,creado,708000
2922,846,3,2024-07-13,creado,35501000
2923,847,3,2025-02-22,entregado,216000
2924,847,2,2024-12-26,pagado,284000
2925,848,2,2026-04-24,creado,842000
2926,848,1,2026-03-25,entregado,650000
2927,848,1,2025-12-09,pagado,822000
2928,848,2,2026-01-13,entregado,1530000
2929,848,1,2026-03-15,entregado,374000
2930,849,1,2026-05-15,pagado,54579000
2931,849,3,2026-04-18,entregado,10683000
2932,849,1,2026-03-01,pagado,41286000
2933,849,3,2026-04-15,entregado,19560000
2934,849,3,2026-05-15,creado,58082000
2935,850,2,2025-02-04,entregado,90000
2936,850,1,2025-07-04,pagado,1224000
2937,850,3,2024-12-16,entregado,255000
2938,851,1,2026-05-15,entregado,122000
2939,851,2,2025-11-03,entregado,108000
2940,851,2,2025-10-27,entregado,637000
2941,851,2,2025-12-23,creado,43000
2942,852,2,2026-03-08,entregado,1273000
2943,852,1,2025-06-08,entregado,636000
2944,852,2,2026-02-27,entregado,1063000
2945,853,1,2026-01-10,entregado,23824000
2946,853,3,2025-07-25,entregado,15612000
2947,853,3,2026-04-05,entregado,36626000
2948,853,3,2025-08-03,entregado,12211000
2949,853,1,2025-05-22,entregado,45993000
2950,855,1,2025-10-28,pagado,1261000
2951,856,1,2026-04-09,entregado,21715000
2952,856,3,2026-04-03,entregado,15235000
2953,856,3,2026-02-23,creado,39184000
2954,857,1,2026-01-11,entregado,897000
2955,857,2,2026-02-23,entregado,376000
2956,858,2,2025-05-03,entregado,1351000
2957,858,1,2026-02-10,entregado,318000
2958,859,2,2025-04-25,entregado,733000
2959,859,2,2026-03-22,pagado,1020000
2960,859,2,2025-02-10,entregado,1012000
2961,859,1,2026-01-12,entregado,1561000
2962,859,1,2024-10-08,entregado,500000
2963,860,1,2026-04-17,pagado,15150000
2964,860,3,2025-07-06,entregado,7360000
2965,860,2,2025-04-25,entregado,25204000
2966,861,1,2025-11-22,pagado,927000
2967,862,2,2026-01-26,entregado,58021000
2968,862,3,2026-01-20,entregado,31801000
2969,862,3,2026-05-22,entregado,44025000
2970,862,3,2026-04-06,entregado,48581000
2971,863,1,2026-05-15,creado,488000
2972,864,1,2026-02-27,creado,443000
2973,865,2,2025-02-12,entregado,404000
2974,865,1,2025-10-02,pagado,425000
2975,865,2,2026-05-07,creado,751000
2976,865,2,2026-02-15,creado,129000
2977,865,2,2025-05-08,pagado,214000
2978,866,2,2025-09-08,entregado,17189000
2979,866,3,2025-08-10,entregado,42609000
2980,866,3,2026-02-06,entregado,5619000
2981,867,3,2026-05-16,entregado,20984000
2982,867,2,2026-05-27,pagado,39215000
2983,867,1,2026-05-10,creado,36379000
2984,867,3,2026-05-20,pagado,29057000
2985,867,3,2026-05-12,entregado,34044000
2986,867,3,2026-05-19,pagado,19095000
2987,867,3,2026-05-28,entregado,4870000
2988,867,3,2026-04-24,pagado,22081000
2989,867,3,2026-04-14,entregado,23327000
2990,868,1,2026-05-23,entregado,564000
2991,869,2,2026-05-03,entregado,537000
2992,869,2,2026-01-19,creado,936000
2993,869,2,2025-12-11,creado,1306000
2994,869,2,2025-11-09,entregado,867000
2995,869,2,2026-04-25,entregado,1326000
2996,870,1,2026-04-01,creado,473000
2997,870,1,2026-02-19,entregado,1795000
2998,871,1,2025-11-09,entregado,1737000
2999,871,1,2025-12-09,creado,2394000
3000,871,1,2026-03-25,pagado,1389000
3001,872,3,2025-12-18,pagado,33890000
3002,872,3,2025-08-27,entregado,24516000
3003,872,3,2025-12-23,creado,87028000
3004,872,1,2025-06-09,entregado,28859000
3005,872,2,2025-06-22,entregado,38465000
3006,873,2,2026-01-04,entregado,502000
3007,873,2,2026-04-12,creado,689000
3008,873,1,2025-11-22,entregado,1403000
3009,873,1,2025-10-14,entregado,1043000
3010,873,1,2025-10-22,creado,945000
3011,874,1,2026-04-26,pagado,1210000
3012,874,2,2026-04-06,creado,96000
3013,875,3,2026-05-18,pagado,925000
3014,875,1,2025-12-01,entregado,270000
3015,875,1,2025-05-21,entregado,2480000
3016,875,1,2025-07-14,pagado,262000
3017,875,2,2025-11-25,creado,796000
3018,875,1,2025-04-23,entregado,693000
3019,876,2,2025-05-05,entregado,655000
3020,876,2,2025-02-09,entregado,564000
3021,876,2,2025-08-19,entregado,1034000
3022,877,1,2025-06-25,pagado,1340000
3023,877,1,2025-03-01,entregado,294000
3024,877,2,2025-10-03,creado,271000
3025,877,2,2025-04-07,entregado,510000
3026,878,3,2025-12-13,pagado,3004000
3027,878,1,2025-07-18,entregado,17441000
3028,878,1,2025-02-16,entregado,9417000
3029,878,3,2025-12-22,creado,24240000
3030,879,2,2026-02-16,creado,108000
3031,879,1,2026-05-11,entregado,635000
3032,879,1,2026-03-22,entregado,174000
3033,879,1,2026-02-11,entregado,756000
3034,879,1,2026-03-09,creado,212000
3035,880,1,2025-11-15,creado,188000
3036,880,2,2025-09-03,entregado,1492000
3037,880,1,2025-09-19,entregado,923000
3038,880,1,2026-02-10,entregado,586000
3039,880,1,2025-11-11,pagado,1318000
3040,882,3,2026-02-14,entregado,92982000
3041,883,1,2025-01-15,entregado,934000
3042,883,1,2025-10-22,creado,131000
3043,883,1,2025-04-23,entregado,67000
3044,884,2,2026-02-04,pagado,14583000
3045,884,3,2026-01-24,entregado,28312000
3046,884,3,2025-12-09,creado,43288000
3047,884,3,2026-01-22,creado,41555000
3048,884,3,2026-04-05,entregado,6440000
3049,884,3,2026-01-11,entregado,54402000
3050,884,1,2025-10-12,entregado,8035000
3051,884,3,2026-05-21,pagado,36239000
3052,885,1,2026-01-09,entregado,592000
3053,885,2,2026-02-03,entregado,221000
3054,885,1,2025-12-08,entregado,294000
3055,885,2,2026-03-27,entregado,1508000
3056,885,2,2025-10-09,entregado,756000
3057,885,1,2025-07-27,pagado,1630000
3058,886,2,2025-08-11,creado,1000000
3059,886,1,2024-06-19,entregado,1587000
3060,886,1,2024-10-19,entregado,389000
3061,887,1,2025-01-02,entregado,1475000
3062,887,2,2025-11-20,entregado,906000
3063,887,1,2026-05-12,creado,818000
3064,887,1,2025-01-06,pagado,187000
3065,889,1,2025-11-12,entregado,1461000
3066,889,1,2025-11-21,entregado,486000
3067,891,1,2025-11-11,entregado,362000
3068,891,1,2025-06-26,pagado,762000
3069,891,2,2025-10-01,creado,385000
3070,892,3,2025-11-13,pagado,67512000
3071,892,1,2025-11-07,pagado,26495000
3072,893,2,2025-04-24,creado,69478000
3073,893,3,2025-07-28,entregado,141264000
3074,893,3,2025-09-27,entregado,41671000
3075,893,3,2024-07-07,creado,15122000
3076,893,2,2025-08-12,entregado,45050000
3077,893,3,2024-12-08,pagado,80400000
3078,894,3,2025-03-19,entregado,32616000
3079,894,3,2026-04-21,entregado,63398000
3080,894,3,2026-05-24,pagado,31328000
3081,894,2,2024-12-11,creado,34091000
3082,895,2,2025-08-05,entregado,261000
3083,895,1,2025-10-20,pagado,1317000
3084,895,1,2024-12-22,entregado,708000
3085,895,1,2025-06-04,entregado,188000
3086,896,2,2025-11-27,entregado,14896000
3087,897,2,2025-06-08,pagado,1194000
3088,897,1,2025-08-11,entregado,231000
3089,897,3,2025-12-14,entregado,188000
3090,897,2,2025-07-13,pagado,443000
3091,898,1,2026-05-13,entregado,174000
3092,898,1,2026-02-08,entregado,528000
3093,898,1,2026-05-13,entregado,648000
3094,898,1,2026-05-01,entregado,936000
3095,898,1,2026-03-11,entregado,467000
3096,898,3,2026-03-11,entregado,960000
3097,899,2,2026-05-11,entregado,324000
3098,899,1,2026-02-24,creado,842000
3099,899,1,2026-01-28,entregado,1245000
3100,900,3,2026-02-22,entregado,31010000
3101,900,1,2025-04-04,entregado,7428000
3102,901,2,2025-09-15,pagado,1499000
3103,901,1,2026-04-05,entregado,536000
3104,903,1,2026-04-20,entregado,1767000
3105,903,1,2026-05-04,entregado,508000
3106,903,2,2026-05-25,pagado,1076000
3107,903,2,2026-04-12,creado,926000
3108,903,2,2026-04-12,entregado,1791000
3109,904,3,2026-05-13,entregado,63706000
3110,904,3,2026-05-28,entregado,68139000
3111,904,3,2026-05-03,pagado,30798000
3112,905,2,2025-05-11,entregado,165000
3113,905,3,2025-01-22,entregado,969000
3114,905,1,2024-10-20,creado,134000
3115,905,1,2025-07-13,creado,147000
3116,905,2,2024-11-20,pagado,339000
3117,906,1,2025-06-19,entregado,968000
3118,906,1,2025-04-23,creado,605000
3119,906,2,2024-10-08,entregado,216000
3120,906,2,2025-02-27,creado,1029000
3121,906,1,2026-05-11,creado,261000
3122,906,2,2025-07-14,creado,1220000
3123,907,1,2026-02-19,entregado,432000
3124,908,1,2026-01-09,entregado,1530000
3125,909,1,2025-12-28,creado,1014000
3126,910,2,2026-04-18,entregado,1033000
3127,910,1,2026-05-15,entregado,380000
3128,911,1,2026-03-18,entregado,55000
3129,912,2,2025-01-06,entregado,24330000
3130,913,1,2025-10-09,creado,476000
3131,913,1,2025-05-06,entregado,560000
3132,913,2,2026-04-18,creado,1523000
3133,913,1,2025-07-23,entregado,382000
3134,913,1,2025-12-14,entregado,376000
3135,913,1,2026-01-10,entregado,1637000
3136,914,1,2025-07-01,creado,756000
3137,915,3,2026-03-08,creado,195000
3138,915,2,2025-12-11,entregado,1448000
3139,915,2,2025-11-26,creado,845000
3140,915,1,2025-11-01,pagado,652000
3141,915,1,2025-12-22,entregado,704000
3142,916,2,2026-03-16,pagado,688000
3143,916,1,2026-01-18,entregado,679000
3144,917,2,2025-09-20,entregado,1126000
3145,919,2,2026-05-02,pagado,87000
3146,919,1,2026-04-23,pagado,421000
3147,920,1,2026-02-26,entregado,77240000
3148,920,3,2026-02-17,entregado,15074000
3149,920,2,2026-05-01,creado,21420000
3150,920,1,2026-02-22,pagado,34678000
3151,920,2,2026-05-13,pagado,33559000
3152,920,3,2026-02-05,entregado,22537000
3153,921,1,2025-05-01,creado,990000
3154,921,1,2024-12-13,entregado,1361000
3155,921,3,2025-05-15,entregado,171000
3156,922,3,2026-05-20,entregado,69047000
3157,922,3,2025-12-20,entregado,16421000
3158,922,3,2025-10-04,pagado,34998000
3159,922,1,2026-01-07,creado,22200000
3160,922,3,2026-03-14,pagado,43157000
3161,923,1,2025-04-02,entregado,34031000
3162,923,1,2025-04-18,entregado,70972000
3163,923,2,2026-04-16,pagado,71676000
3164,924,2,2025-11-10,entregado,604000
3165,924,3,2024-11-16,entregado,174000
3166,924,1,2025-08-28,entregado,134000
3167,924,1,2024-12-14,creado,147000
3168,925,1,2026-01-02,entregado,147000
3169,925,1,2024-12-06,entregado,87000
3170,925,1,2025-08-23,pagado,929000
3171,926,2,2026-04-02,entregado,20506000
3172,927,3,2026-05-03,entregado,54026000
3173,927,3,2026-05-10,entregado,14406000
3174,927,2,2026-05-14,entregado,36237000
3175,928,3,2026-04-09,entregado,42315000
3176,928,3,2025-12-12,entregado,40590000
3177,928,3,2025-08-03,entregado,11328000
3178,929,3,2026-01-07,entregado,121933000
3179,929,2,2026-01-07,entregado,78523000
3180,929,3,2025-10-13,pagado,26794000
3181,929,3,2026-04-21,pagado,17712000
3182,930,2,2025-12-08,entregado,391000
3183,930,1,2026-01-04,creado,636000
3184,930,2,2025-10-11,entregado,1818000
3185,931,3,2024-09-21,entregado,35729000
3186,931,1,2025-05-21,entregado,67262000
3187,931,3,2025-11-10,entregado,28558000
3188,931,2,2025-11-05,pagado,21249000
3189,932,2,2026-03-13,entregado,1683000
3190,932,1,2026-05-18,entregado,840000
3191,932,2,2026-05-16,entregado,1725000
3192,932,2,2026-03-25,entregado,362000
3193,933,2,2025-01-02,creado,420000
3194,933,1,2026-02-02,entregado,43000
3195,933,2,2026-01-08,entregado,157000
3196,933,2,2025-03-16,creado,588000
3197,933,2,2025-12-10,creado,888000
3198,933,2,2025-05-04,pagado,651000
3199,935,1,2024-11-08,entregado,147000
3200,935,2,2025-08-02,pagado,550000
3201,935,3,2024-11-10,creado,508000
3202,935,2,2024-12-27,entregado,609000
3203,936,1,2025-02-04,entregado,64000
